10500 13400
770 1983 48
771 4810 65
771 1820 50
772 2515 27
772 2747 95
773 3786 60
774 930 59
774 800 39
775 2061 35
775 2318 86
776 3160 76
776 2084 10
777 2801 70
777 3859 36
778 2383 51
778 928 16
778 4799 95
778 4249 68
779 2730 43
779 2476 86
780 5098 87
780 5217 96
781 2276 57
781 2194 72
782 3412 46
782 3590 66
783 3955 92
783 4455 71
784 5213 24
784 1743 87
785 915 10
785 2524 14
786 1119 55
786 1871 43
787 2921 26
787 1591 20
788 1130 51
788 5287 48
789 2676 71
789 2110 46
789 4937 92
790 3830 58
790 4057 79
791 4772 14
791 2186 89
791 8727 132
792 1675 85
792 1750 21
792 4507 45
793 2842 53
793 1653 76
794 2304 56
794 3663 29
795 2463 86
795 5282 85
796 1467 72
796 3573 22
797 2403 86
798 2141 91
798 1664 12
799 2291 71
799 2189 68
799 4659 50
800 2229 77
800 4062 27
801 3179 96
801 5156 75
801 5000 64
802 4106 57
802 2674 93
802 1860 67
803 957 76
803 5420 77
803 4114 61
804 1783 42
804 1010 28
805 4676 65
805 5329 63
806 5433 12
806 3367 60
806 4408 85
807 1663 86
807 5010 32
807 9295 100
808 836 40
808 3669 25
808 2348 12
809 3122 92
809 4505 29
810 1605 31
810 3045 59
811 2390 46
812 5352 11
812 3210 36
813 3152 90
813 921 22
814 2399 78
814 2990 59
814 1746 64
815 5188 23
815 4560 87
815 4659 17
816 1411 35
816 4714 63
817 4724 65
817 5264 44
818 1766 62
818 5337 66
818 2799 35
819 1126 34
819 4166 28
819 7195 68
820 2700 70
820 2504 64
821 5100 61
821 4561 41
822 4050 44
822 2578 61
823 2159 73
823 1634 79
824 5382 67
824 1472 51
825 1372 69
826 1965 94
826 3408 23
826 5444 57
827 4489 65
827 5099 89
827 4893 56
828 3428 57
828 2346 35
829 5256 44
830 2752 15
831 3744 19
831 3876 64
831 8282 79
832 1542 95
832 4406 61
833 5457 63
833 1202 21
834 4547 10
834 1216 90
835 4458 23
835 1955 15
836 5299 43
837 856 30
837 1389 77
838 2491 90
838 1709 77
838 1561 68
839 2042 74
839 3220 91
840 4533 92
840 3164 79
840 1164 96
841 5121 62
841 3975 64
842 4041 80
842 5148 23
843 2604 74
843 1876 43
844 1755 88
844 1398 43
845 4140 70
845 3543 33
846 1815 31
846 4650 33
847 3425 65
847 2302 14
848 3936 61
848 3101 40
849 2492 10
849 2565 73
850 3848 19
850 4382 58
850 2799 92
850 1002 57
851 4992 58
851 4666 15
852 4497 45
852 3791 32
853 1525 13
853 1495 94
854 4803 67
854 5102 80
855 935 35
855 2018 50
856 1106 83
856 3652 29
857 1674 48
857 3497 22
857 4114 31
858 4080 84
858 3678 92
858 3424 40
859 3490 95
859 2121 87
860 1607 72
860 5313 30
861 3773 26
861 5204 78
862 5483 55
862 2270 50
862 4705 11
863 3971 75
863 972 81
863 2295 58
864 3943 74
864 4755 92
865 2324 61
866 2920 39
866 5024 84
867 4036 39
867 2968 88
868 4152 75
868 3070 64
869 3650 18
869 3572 26
870 5435 89
870 5298 54
870 958 48
871 4679 86
871 2451 30
872 4408 68
873 4588 10
873 2494 67
873 4601 29
874 1373 52
874 4078 44
875 2558 91
875 1480 63
876 3697 39
876 1320 80
876 3685 77
876 7322 72
877 3399 85
877 4828 12
878 3734 43
878 1903 70
879 4608 25
879 5289 87
879 1198 53
880 2011 92
880 4502 49
880 3476 33
881 3779 69
881 4131 71
882 4414 91
882 4028 47
883 1562 39
883 5149 37
884 2949 35
884 2185 35
885 2381 43
885 4738 61
886 3030 36
886 3009 86
887 1267 41
887 4363 36
887 6333 59
888 1193 11
888 3135 95
888 5485 58
889 1998 96
889 3571 14
890 4736 32
890 2640 60
891 1611 39
891 2696 68
892 3671 39
892 2094 86
892 4342 17
892 2100 30
892 8732 89
893 4573 86
893 1771 54
894 2033 13
894 2916 67
895 4644 73
895 2707 14
895 5331 88
895 7395 192
896 2523 43
896 2977 89
896 5272 63
897 3534 37
897 2907 38
898 4781 27
898 2776 63
898 1328 83
899 2898 83
899 3173 19
900 5125 46
900 5292 89
900 1929 38
901 4551 24
902 3175 41
903 2119 16
903 3708 21
903 9894 25
904 2157 77
904 4322 52
905 1186 43
905 3901 39
906 1880 91
906 2015 50
907 4522 42
908 3797 43
908 4897 73
909 3918 37
909 3792 57
909 1770 40
910 4843 64
910 2600 88
911 4196 43
911 5057 25
912 1132 61
912 1836 76
913 5494 28
913 4195 49
914 2367 84
914 2387 40
915 970 60
915 2387 28
916 2429 86
916 4852 16
917 4039 21
917 5260 37
918 3947 58
918 2911 91
918 1367 43
919 1401 54
919 2093 11
920 2160 47
920 1884 53
921 1708 16
921 2000 40
922 2258 59
922 3738 88
922 3794 34
922 1221 28
923 3114 53
924 5458 53
924 4119 79
925 5059 63
925 3084 84
925 4766 69
926 2371 88
926 1126 60
927 5308 58
927 4435 87
929 1317 93
929 1978 69
930 5312 37
931 4933 67
931 4355 68
932 2166 11
932 4162 69
932 7705 92
933 5051 12
933 5202 27
934 2769 76
934 4463 60
935 971 54
936 5199 82
936 3857 96
937 3718 84
937 5078 40
938 3835 65
938 2008 10
939 1715 13
939 3535 42
940 2773 38
940 2584 75
941 2115 51
941 3077 87
942 2353 62
942 5267 79
943 3461 71
943 3168 82
944 5469 44
944 2117 32
944 1766 33
945 4986 24
945 2317 36
946 1029 67
946 5186 17
947 2346 54
947 5484 23
948 1710 42
948 5066 62
948 2030 45
949 1799 57
949 2265 63
949 3222 51
950 3167 88
950 3336 15
951 2937 63
952 2916 77
952 5306 61
952 1589 88
953 3406 37
953 3492 53
954 4047 22
954 2772 16
955 5340 79
955 3321 75
955 9231 169
956 4514 81
956 2054 49
957 3077 41
958 969 67
958 2520 70
959 3203 35
959 2051 67
960 1247 19
960 4619 35
961 4333 24
961 5137 82
961 5059 26
962 5059 79
963 4911 90
963 3684 41
963 2242 37
964 4481 86
964 2373 58
965 1074 38
965 3306 91
966 3571 28
966 3511 70
967 4872 71
968 1049 57
968 5317 30
968 4131 11
969 3568 37
970 1892 59
971 7832 54
972 2483 68
972 7583 150
973 2420 56
973 3289 75
974 5010 95
974 2621 81
975 1663 88
976 4633 48
976 1019 46
977 1569 77
977 4121 65
977 2152 37
977 2337 91
978 2525 61
979 1294 13
979 3407 61
980 3928 26
980 4105 27
981 1269 26
981 1597 14
981 4168 37
982 3410 53
982 5174 86
983 3767 22
983 4763 91
984 2739 61
984 2613 48
984 1397 16
985 4309 52
985 3727 33
986 2432 34
986 2405 70
986 2051 70
987 1507 40
987 2704 33
988 4669 42
988 1494 13
989 3672 20
989 4228 93
990 1980 88
990 2694 76
991 2183 30
991 5272 56
992 1213 39
992 1104 74
993 1670 34
993 4958 72
994 5462 22
994 1160 85
995 5057 42
995 2347 72
995 3007 15
996 2143 93
996 2888 73
997 1154 49
997 2543 73
998 1222 17
998 3094 22
999 1724 77
999 3650 49
1000 2069 33
1000 5011 53
1001 4483 14
1002 2148 91
1002 5181 92
1003 5488 88
1003 3780 73
1003 7128 82
1004 1632 69
1004 5023 85
1005 1709 41
1005 4567 10
1006 1731 10
1006 1639 57
1006 4634 54
1007 4354 62
1007 1474 19
1008 2899 59
1008 3207 32
1008 8490 159
1009 3529 20
1009 1654 29
1010 3292 11
1011 1679 44
1011 4288 46
1012 2017 61
1012 1934 65
1013 1523 88
1013 2263 33
1014 4319 82
1014 1068 23
1014 4943 43
1015 2630 24
1015 3569 86
1016 5468 72
1016 4711 24
1017 4610 93
1017 3005 96
1017 2729 45
1017 4875 14
1018 3386 10
1018 3495 22
1019 5039 87
1020 1590 77
1020 4029 15
1020 4698 17
1021 4850 36
1021 2031 17
1022 4502 55
1022 1538 46
1023 2328 86
1023 2224 86
1023 4757 18
1023 1726 76
1024 4063 51
1024 3391 78
1025 2167 19
1025 3862 70
1026 3689 38
1026 3621 62
1027 1481 65
1027 1646 58
1028 3105 38
1028 3485 16
1029 3084 49
1030 2249 80
1030 1467 22
1031 5306 27
1031 3775 10
1032 2434 31
1033 4786 35
1033 3466 14
1034 4187 52
1034 3329 31
1034 3063 53
1035 4253 64
1035 5393 92
1036 1945 10
1036 2552 63
1037 2261 96
1037 2180 42
1037 3638 15
1038 1957 39
1039 1146 95
1039 4414 81
1040 3009 35
1040 3033 11
1041 4081 48
1041 2915 21
1042 2696 33
1042 1747 13
1043 2008 28
1043 3591 92
1044 1087 33
1044 5214 10
1045 4702 89
1045 4726 30
1046 5291 89
1047 4630 53
1048 1581 41
1048 1138 65
1049 3898 26
1050 1485 71
1050 1107 64
1051 5290 31
1051 4513 13
1052 2240 73
1052 2343 85
1053 3174 82
1054 4058 40
1054 2287 80
1055 2755 69
1055 2727 68
1056 1685 77
1056 4847 60
1056 2473 21
1057 3013 68
1057 2737 10
1057 3697 35
1058 1414 73
1058 5314 45
1059 2732 62
1059 5325 54
1060 2762 19
1060 5208 94
1060 1959 81
1061 3901 22
1061 3337 67
1062 4864 38
1062 3985 64
1063 3288 64
1063 4941 44
1064 5086 96
1065 1629 53
1065 2308 62
1066 5365 58
1066 3433 85
1067 1483 13
1067 3649 78
1068 2863 44
1069 1772 27
1069 2182 71
1070 2722 85
1070 3359 77
1071 3510 70
1071 2234 76
1072 4943 17
1072 1169 85
1073 1645 73
1073 3856 62
1074 1812 80
1074 1374 62
1074 4048 77
1075 2541 45
1075 5398 23
1076 2260 18
1076 4690 39
1076 3533 31
1077 2110 70
1077 2509 42
1078 3471 75
1078 2740 96
1079 2259 25
1079 2267 68
1080 3055 81
1080 1223 35
1080 1484 16
1081 4450 50
1081 4289 41
1082 1100 11
1082 4306 51
1082 1883 49
1083 3869 13
1083 3490 64
1083 3807 64
1084 4937 64
1084 4438 49
1085 1357 31
1085 2670 70
1086 2862 29
1087 3001 53
1088 2946 76
1088 3609 32
1088 4509 60
1089 3784 68
1089 4668 92
1090 4098 22
1090 4844 93
1091 2045 56
1091 4440 89
1092 5249 46
1092 4501 24
1093 2080 78
1094 4554 83
1094 2338 72
1095 1664 59
1095 2369 63
1096 5400 72
1096 3385 38
1097 3222 25
1097 1516 87
1097 1727 45
1098 2453 38
1098 2702 40
1099 5452 41
1099 3624 19
1100 3261 56
1101 3270 96
1101 2848 73
1101 3120 66
1101 3291 76
1102 2462 39
1102 5441 44
1103 1700 13
1103 5200 80
1104 2691 39
1105 4752 65
1105 3312 60
1106 3125 37
1107 3129 34
1108 3544 93
1108 1172 70
1109 2645 74
1109 2153 85
1109 2034 34
1109 6216 23
1110 2982 68
1110 1889 16
1111 3765 21
1112 3323 15
1112 3157 59
1112 2733 57
1112 5330 95
1112 3700 73
1113 1938 95
1113 4976 34
1114 4806 27
1114 3974 30
1114 4149 74
1115 2489 14
1116 3355 34
1116 3177 47
1117 4779 47
1117 3630 60
1118 2062 37
1118 3401 41
1120 1574 71
1121 1240 87
1121 3645 80
1122 4357 20
1122 5323 93
1123 2679 49
1123 2421 93
1123 9562 118
1124 2086 33
1124 3438 91
1124 3895 93
1124 1503 57
1125 4321 38
1125 4988 77
1126 4846 55
1127 5066 19
1127 2997 55
1128 1278 52
1128 2804 54
1129 2952 15
1129 4082 39
1129 5025 74
1129 5891 48
1130 3511 42
1131 2607 40
1131 2594 31
1132 2965 19
1133 1678 61
1133 2846 38
1134 4995 18
1135 2169 57
1135 2158 43
1136 2955 15
1136 3644 69
1137 3054 64
1137 1840 49
1138 2897 37
1138 2407 50
1139 4105 84
1139 5400 67
1140 1321 38
1140 3080 52
1141 2187 37
1141 1726 14
1142 3295 91
1142 4574 63
1142 3122 56
1142 5801 86
1143 2986 75
1143 4952 21
1144 5442 34
1144 5139 71
1145 5358 14
1145 2461 42
1146 3279 37
1147 1571 90
1147 3253 26
1148 2701 49
1148 1493 63
1148 6882 56
1149 4439 22
1149 5187 18
1149 10172 176
1150 2253 21
1150 2086 23
1151 1563 13
1151 1431 53
1151 4773 96
1152 3479 39
1152 2617 42
1153 4654 85
1153 3465 86
1154 3070 64
1154 2639 78
1155 3266 32
1155 5471 96
1155 4467 64
1156 2393 38
1156 4936 76
1157 3803 10
1157 4635 96
1158 5459 14
1159 1930 21
1159 2556 72
1159 4047 42
1160 5031 82
1161 1933 28
1161 4772 67
1162 2532 91
1162 3805 80
1162 4155 59
1162 4662 63
1163 5345 90
1163 3777 76
1164 3715 24
1164 3092 29
1164 5439 92
1164 2148 40
1165 2787 82
1165 3740 78
1166 5447 68
1166 5117 36
1167 1822 84
1167 3373 31
1168 2627 50
1169 3739 77
1170 3467 53
1170 1365 83
1171 4688 39
1171 1615 12
1172 2513 50
1173 2144 87
1173 2893 66
1174 2402 59
1174 9491 55
1175 4216 18
1175 4225 66
1176 3850 38
1176 4661 52
1176 2120 29
1177 3919 16
1178 2642 41
1178 4606 36
1179 2873 40
1179 3655 87
1179 5212 16
1180 3052 92
1180 5424 96
1181 3967 11
1181 2618 42
1182 3769 62
1182 3647 87
1182 7485 129
1183 5154 72
1183 4826 84
1183 2294 54
1184 1793 14
1184 5293 45
1185 3299 83
1185 5145 83
1185 5968 57
1186 4982 39
1187 4687 36
1188 4320 92
1188 1860 11
1189 4294 72
1189 5085 90
1190 3023 24
1190 3604 85
1191 5396 87
1191 2586 96
1192 5147 76
1192 4591 92
1193 2866 57
1194 3259 28
1194 3723 44
1195 4132 60
1195 4328 43
1196 2482 12
1196 2442 35
1197 1626 69
1197 5376 91
1198 3199 59
1198 3683 57
1199 5487 76
1199 2414 51
1199 4444 34
1200 1725 10
1200 4845 38
1200 4848 31
1201 3458 90
1201 3264 10
1203 2293 39
1203 4595 53
1204 3262 49
1204 5454 56
1204 2990 91
1205 1383 66
1205 5252 68
1206 5399 40
1206 4088 49
1207 4453 51
1207 1215 64
1207 4864 28
1208 2999 30
1208 5311 30
1208 2945 82
1209 3422 46
1209 1457 79
1210 4812 20
1210 3840 39
1211 4537 77
1211 3242 67
1212 1474 31
1212 4761 53
1213 1953 27
1214 1309 62
1214 5153 20
1215 4922 18
1216 4168 17
1216 1613 34
1216 5170 15
1216 10073 46
1217 2131 92
1218 1949 36
1218 2026 30
1219 2324 68
1219 1498 11
1220 1227 77
1221 4853 79
1221 2831 75
1221 3675 58
1221 4528 24
1222 5014 64
1223 4249 60
1223 2441 74
1223 4717 63
1224 3237 22
1224 3197 48
1224 1413 19
1225 3014 33
1225 4212 86
1225 1873 64
1226 2489 87
1226 4345 43
1227 3616 50
1228 2863 93
1228 1707 70
1228 7452 14
1229 3346 10
1229 2905 28
1230 2112 64
1230 2610 17
1231 3699 66
1231 5423 16
1232 2913 67
1232 2028 51
1233 3679 95
1233 5238 40
1233 3294 44
1234 3144 68
1234 5309 37
1235 3265 14
1236 3902 50
1236 3507 44
1237 2623 66
1237 1684 24
1238 4008 95
1238 3527 14
1239 4209 91
1239 3801 32
1240 4595 47
1240 1756 63
1241 1730 23
1241 3884 70
1241 4326 42
1242 3468 82
1242 2178 67
1243 3164 89
1243 3339 79
1244 2814 71
1244 1816 30
1245 4831 35
1245 3216 37
1246 3499 10
1246 4164 28
1247 2022 10
1247 2638 86
1248 4097 15
1248 4209 29
1249 2493 34
1250 4199 31
1250 4130 81
1250 3718 37
1251 4740 30
1251 1715 10
1252 4282 43
1252 4474 55
1253 4347 29
1253 2304 29
1254 3879 47
1254 4812 34
1255 3842 83
1255 1729 38
1256 5053 84
1256 5018 17
1256 3624 89
1257 3822 39
1258 4792 34
1258 4912 67
1259 1418 64
1259 3796 93
1259 1946 80
1260 4693 50
1260 4896 56
1261 2817 91
1261 2143 27
1262 3905 12
1262 3382 15
1263 1971 58
1263 3323 95
1264 4944 72
1264 1402 32
1265 4005 53
1265 2429 62
1266 4126 58
1266 1862 69
1267 2703 20
1268 5431 87
1268 3163 31
1269 1859 61
1270 1496 37
1270 2138 86
1271 3075 10
1272 2211 42
1272 4537 57
1273 2182 27
1273 2067 90
1274 5166 71
1274 3073 29
1275 5096 82
1276 3991 75
1276 3345 39
1277 4642 79
1277 3707 13
1278 5111 86
1279 2095 86
1279 2001 14
1280 2030 31
1280 3764 68
1281 5257 42
1281 1631 52
1282 2622 74
1282 1710 73
1283 2621 24
1283 3752 43
1284 3496 35
1284 4205 41
1285 4286 27
1285 1410 27
1285 5381 48
1286 1413 51
1286 4536 57
1287 2996 29
1287 4589 17
1288 5273 69
1288 2636 73
1288 1790 43
1289 3899 73
1289 1377 52
1290 1789 55
1290 4940 19
1291 4402 93
1291 2085 56
1292 5200 63
1292 4018 89
1292 4778 70
1293 4936 31
1293 2457 14
1294 1468 82
1294 5455 78
1295 4369 92
1295 4394 14
1296 3535 96
1296 4545 27
1297 4444 89
1297 3523 48
1298 4939 47
1298 4216 37
1299 4532 92
1299 5141 11
1300 4213 66
1300 4767 80
1300 10346 74
1300 10443 38
1300 5525 93
1301 2900 90
1301 5479 45
1302 2605 14
1302 5089 66
1303 5024 27
1303 5427 30
1304 4873 64
1304 4559 74
1305 4328 25
1306 4006 72
1306 2688 38
1307 3999 45
1307 3734 59
1307 3912 49
1308 2533 22
1308 3061 28
1308 2142 31
1309 2096 64
1310 1775 57
1310 1754 85
1311 4703 67
1311 2165 27
1312 2498 74
1312 5206 25
1312 2404 24
1313 2179 70
1313 3928 32
1314 1742 96
1314 1698 95
1314 1987 75
1315 1426 40
1315 2725 50
1315 6824 182
1316 2340 13
1316 3913 89
1316 1742 69
1317 4018 59
1318 2278 43
1318 4250 87
1319 3150 17
1319 3374 88
1319 4300 25
1320 4662 89
1321 1910 73
1322 5160 86
1322 1913 64
1323 4525 38
1323 3891 73
1324 2363 67
1324 1462 88
1324 3178 29
1325 2569 56
1325 3110 44
1326 2499 47
1326 4064 60
1327 4398 96
1327 3824 87
1327 1328 36
1328 3464 46
1328 2361 29
1329 1828 75
1330 3434 81
1330 5130 53
1331 5129 65
1331 5188 91
1332 4100 37
1332 4348 80
1333 4639 59
1333 4970 15
1334 4622 57
1334 4951 46
1335 4145 46
1335 1667 60
1336 2915 45
1336 3079 30
1337 2754 32
1337 3320 81
1338 3020 56
1338 1510 66
1338 10013 31
1339 5471 10
1339 1595 83
1340 4215 27
1340 3404 92
1340 2335 33
1340 4898 41
1341 4767 54
1341 4751 82
1342 4925 82
1342 2106 86
1343 3123 89
1344 3450 59
1344 2549 92
1345 3439 72
1345 2622 86
1346 4059 73
1346 2059 74
1346 4247 80
1347 2019 19
1347 4529 82
1348 2520 50
1348 2210 78
1349 5333 51
1350 3037 11
1350 5375 46
1351 4485 29
1351 1901 53
1351 3501 87
1351 4723 20
1352 1406 50
1352 3190 73
1353 4665 90
1353 5172 36
1354 3350 84
1354 1397 42
1355 2051 89
1356 4450 93
1356 4243 87
1357 1855 27
1357 3451 94
1358 4545 75
1358 4169 37
1358 1715 28
1359 4747 22
1359 1403 16
1360 1869 32
1360 5243 81
1360 2714 71
1360 2393 76
1360 6109 61
1361 4981 48
1361 2644 96
1361 1930 64
1362 4178 81
1362 5324 27
1362 8276 133
1363 5284 86
1363 2323 46
1364 4865 67
1364 4061 59
1365 1906 34
1366 1472 20
1366 3729 12
1367 4719 53
1367 1882 49
1367 6272 194
1368 5315 69
1368 5397 29
1368 4480 80
1369 3763 89
1369 3273 34
1369 3576 22
1370 4254 55
1370 2367 13
1371 3385 83
1371 1602 20
1372 4422 80
1372 4747 53
1373 3795 66
1373 4549 44
1374 1623 83
1374 1929 71
1375 1400 76
1375 3111 66
1376 4185 62
1376 3241 78
1377 1428 32
1378 4606 30
1378 3798 63
1379 1652 23
1379 2611 89
1380 2914 63
1380 2854 41
1381 2725 71
1381 2349 95
1381 7041 25
1382 3126 32
1382 3522 55
1383 2097 58
1384 4741 71
1384 2112 90
1385 1866 45
1385 3563 29
1386 1908 85
1386 4335 79
1387 1877 34
1387 3266 22
1388 3053 44
1388 4956 89
1389 1814 40
1390 1490 47
1390 1749 90
1391 2590 88
1391 5107 12
1391 4876 26
1392 3291 62
1392 4124 85
1393 3737 55
1393 2896 20
1394 4045 29
1394 2271 75
1395 3349 25
1395 3559 95
1396 3798 27
1396 4713 80
1396 5967 104
1397 4144 80
1398 5065 66
1399 4680 13
1399 4795 81
1399 4308 54
1400 2927 20
1401 2593 17
1402 1469 30
1403 1872 20
1403 8189 108
1404 2041 17
1404 5069 28
1405 3078 86
1405 5341 77
1406 2860 53
1407 1560 86
1407 5438 49
1407 3380 63
1408 5430 33
1408 3419 81
1409 1919 87
1409 1773 74
1410 4367 31
1411 2252 27
1412 3654 45
1412 4190 38
1412 3831 67
1412 2707 72
1413 3307 60
1414 3915 37
1415 1464 22
1415 4991 41
1416 2307 89
1416 3364 75
1417 3325 64
1418 4811 58
1418 7344 120
1419 2039 34
1419 4535 22
1420 1874 32
1420 3049 72
1421 2961 85
1421 2669 74
1421 4673 96
1421 3161 12
1421 3474 78
1421 6991 77
1422 1828 90
1422 5259 32
1423 3924 43
1423 1573 92
1424 5331 89
1424 5034 80
1425 3622 90
1425 1668 12
1426 3559 32
1427 1465 69
1427 4151 82
1429 3135 15
1429 2827 27
1430 5040 81
1430 3400 93
1431 4446 42
1432 2225 25
1432 9289 31
1433 5490 84
1433 3820 84
1434 2849 16
1434 2940 82
1435 4958 12
1435 2103 91
1436 4266 96
1436 4979 49
1437 3073 33
1437 3270 47
1438 2130 35
1438 1627 88
1438 2820 12
1439 4055 26
1439 3882 95
1439 3041 55
1439 3891 29
1440 1951 69
1440 3198 19
1441 4179 18
1441 4816 70
1442 1807 62
1442 4220 92
1443 2288 64
1443 3966 44
1444 4749 89
1444 2861 60
1444 2580 88
1444 7117 180
1445 5347 11
1445 3279 53
1446 1800 33
1446 4436 84
1447 4854 89
1447 3278 85
1448 5498 20
1449 4739 48
1450 2910 18
1450 3081 22
1450 3824 50
1451 1514 45
1451 2874 72
1452 4186 76
1452 1806 57
1453 5470 73
1453 1999 31
1454 3028 44
1454 4566 94
1454 5200 61
1455 3976 12
1455 4187 10
1456 4423 41
1456 1982 79
1457 2314 71
1458 2627 65
1459 2771 86
1460 1770 65
1460 4583 54
1461 2649 86
1461 1695 88
1462 3580 78
1463 1893 79
1463 3088 74
1464 3890 94
1465 3431 30
1465 4199 12
1466 4310 46
1466 2938 77
1466 2396 86
1467 1730 37
1468 2768 88
1469 1896 33
1469 2764 64
1470 4488 40
1470 3619 76
1471 3303 40
1473 1777 37
1473 4482 39
1475 5071 95
1475 3377 72
1476 3749 54
1476 4096 21
1477 2445 53
1477 2792 96
1478 3751 71
1478 2362 79
1478 5346 82
1479 4589 34
1479 3967 19
1480 1775 73
1481 2168 20
1482 3546 56
1482 3189 37
1482 3996 91
1483 4914 13
1484 5235 87
1484 4950 16
1485 3598 73
1486 2632 38
1486 4805 96
1487 3721 56
1487 1936 60
1488 3852 73
1488 4229 22
1488 2570 67
1488 3583 45
1489 2121 48
1489 1504 32
1490 2919 79
1491 2763 84
1491 2341 23
1492 1682 94
1492 3255 85
1493 2529 83
1494 3136 72
1494 2237 42
1495 4221 95
1495 1616 12
1496 5499 79
1497 1990 80
1498 3151 27
1499 2200 10
1499 3141 92
1500 3398 29
1500 2607 68
1500 2903 13
1501 2747 58
1501 4343 31
1502 4240 10
1502 4475 65
1503 4591 11
1503 2366 18
1503 3955 32
1503 1888 45
1504 4420 82
1504 10452 93
1505 3097 27
1505 2784 67
1506 1837 29
1506 5005 62
1507 4684 81
1508 2475 48
1508 4479 31
1509 2813 61
1509 2052 18
1510 4521 72
1511 2077 60
1511 3714 66
1512 1520 88
1512 4214 80
1512 3016 64
1513 4231 91
1513 1741 32
1515 1624 87
1515 3150 33
1516 3595 10
1517 2932 32
1517 3920 52
1517 2618 60
1518 2560 81
1518 4685 55
1519 4176 69
1519 5176 92
1520 3664 79
1520 4316 15
1520 3569 96
1521 2531 88
1522 4250 23
1522 4926 56
1522 3500 94
1523 3545 13
1523 10178 175
1524 4318 92
1524 1677 53
1525 2474 36
1525 6065 185
1526 4997 45
1526 2388 24
1527 4590 62
1527 5002 63
1528 1729 89
1528 5163 34
1529 5343 11
1529 2055 11
1529 3323 32
1530 5408 40
1530 2855 93
1531 3620 46
1531 3295 46
1532 5084 34
1532 5269 12
1533 2246 83
1533 4217 93
1534 4664 93
1534 2661 63
1535 2053 61
1535 2699 27
1536 3639 60
1536 3397 96
1536 3013 72
1537 3093 76
1537 4953 24
1537 7526 144
1538 3741 22
1539 4623 65
1539 3785 64
1540 2595 10
1540 1587 69
1541 4148 37
1541 8281 127
1542 2088 35
1543 3415 88
1543 4957 27
1544 4292 51
1544 2248 59
1545 3859 21
1545 4862 54
1546 2214 14
1546 2555 34
1547 2800 23
1547 3940 79
1548 4067 14
1548 2986 45
1549 5145 94
1549 4451 40
1550 2641 79
1550 5278 46
1551 2954 25
1551 2359 38
1552 3134 75
1552 2259 52
1552 5118 48
1553 3412 25
1554 5202 63
1554 4349 35
1555 3979 82
1555 3120 66
1556 1940 69
1556 3592 22
1557 4056 63
1557 5088 75
1557 5430 48
1558 3660 39
1558 3761 68
1559 4182 39
1560 2670 92
1560 4154 67
1561 2650 10
1561 4036 11
1562 4798 58
1563 5076 74
1564 2751 27
1564 2432 82
1565 2459 70
1566 4866 37
1566 2344 60
1567 3556 88
1567 3316 56
1568 4820 55
1568 4357 34
1568 2989 43
1569 2248 17
1569 3093 58
1569 5030 25
1570 5208 63
1570 5443 63
1570 2335 84
1571 3123 16
1572 3059 57
1572 4625 74
1573 3577 23
1574 4851 82
1575 4543 29
1576 4089 18
1576 2072 52
1576 5228 29
1577 3435 85
1578 4799 63
1578 1622 26
1579 2668 52
1579 2176 22
1580 5293 12
1580 3584 82
1580 3705 31
1580 7905 117
1581 4311 54
1582 4745 50
1582 4647 54
1583 1683 21
1583 3202 32
1584 2319 52
1584 4191 42
1585 3448 75
1585 5152 12
1586 5405 33
1586 3552 36
1588 2812 42
1588 2658 92
1589 3817 81
1589 3420 39
1590 3024 10
1591 2303 48
1592 3423 76
1593 4726 10
1593 3766 29
1593 6427 107
1594 5101 81
1594 3529 44
1595 5339 87
1596 3090 22
1596 2964 61
1597 5320 88
1598 3193 44
1598 5013 37
1599 2178 65
1599 5192 21
1599 3797 29
1600 5362 94
1600 2306 22
1600 4495 96
1601 4949 35
1601 4839 70
1601 8481 165
1602 1870 10
1603 5328 12
1603 3524 61
1603 4362 43
1604 5223 67
1604 4152 67
1606 5406 89
1606 3615 26
1606 1922 17
1607 4134 17
1608 2600 41
1608 3811 50
1608 6795 153
1609 2609 25
1609 2427 61
1610 4569 54
1610 5426 63
1611 3792 25
1611 5106 20
1612 3669 67
1612 5348 23
1613 5337 55
1613 5037 15
1614 4377 54
1614 3076 93
1614 1721 27
1614 6458 133
1615 3448 73
1616 2527 18
1617 2506 17
1617 4062 22
1618 4993 17
1618 3509 53
1619 4010 34
1619 5165 26
1620 5056 57
1620 3816 69
1621 1993 28
1621 4675 89
1622 2875 76
1623 3035 58
1624 5460 73
1625 3056 40
1625 4019 48
1626 5307 12
1627 5494 24
1628 2229 23
1628 5327 64
1628 3202 55
1628 10259 22
1629 1914 61
1629 3135 89
1630 1903 44
1630 3822 43
1631 4898 91
1632 3771 19
1633 4788 13
1633 3363 49
1633 3196 81
1633 5343 61
1634 2045 82
1635 5298 23
1635 3066 54
1636 2680 47
1636 5104 39
1637 4273 49
1637 5266 72
1638 2777 27
1638 2398 90
1639 3114 28
1640 2435 74
1640 2034 64
1641 3143 53
1641 4836 90
1641 3536 72
1642 5313 91
1642 3225 78
1642 5169 25
1643 5080 50
1643 3476 61
1644 2333 65
1644 5474 40
1645 4069 30
1646 4758 17
1647 4246 51
1647 2132 21
1647 4235 64
1647 2910 34
1648 4622 87
1648 4605 25
1648 5473 91
1649 3508 84
1649 2570 51
1650 2868 53
1650 3722 26
1651 3849 85
1651 4618 16
1652 2301 73
1654 2322 65
1655 3337 11
